,Event ID,Ack.,Event Type,Event Code,Plant,Asset,Start Time,End Time,Duration,Energy Loss  (kWh),Rate Loss  (kWh / h),Work Order,Work Order Status,Controllable,Responsibility,Level 1,Level 2,Level 3,Level 4,Level 5,Level 4,Level 5,NERC Performance,FEH Level 1,FEH Level 2,System,Component
,EG-0016217800,UNACK,Inverter Degraded,PF200 - Production Degraded,051 - Tucson Quincie Douglas Park,INV01 - INV-01 ,11/05/2019 10:35:00,11/05/2019 10:50:00,0d 00:15:00,6.60691,26.43,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016217618,UNACK,Inv Down,PF100 - Production Down,036 - Pima Minimum Security Annex 1,INV02 - INV-02,11/05/2019 10:05:00,11/05/2019 10:50:00,0d 00:45:00,35.17722,46.9,Create,,Controllable,O&M,,,Information Available,Non-Operative,Forced Outage,Forced Outage,Other Forced Outage,,,,,
,EG-0016217454,UNACK,Inverter Degraded,PF200 - Production Degraded,029 - San Diego- Police Central Division Garage,INV01 - INV-1,11/05/2019 09:40:00,11/05/2019 09:45:00,0d 00:05:00,1.45681,17.48,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016217354,UNACK,Plant Degraded,PF200 - Production Degraded,029 - San Diego- Police Central Division Garage,029 - San Diego- Police Central Division Garage,11/05/2019 09:20:00,11/05/2019 09:45:00,0d 00:25:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016217023,UNACK,Inverter Degraded,PF200 - Production Degraded,017 - Tracy USD -  Kimball HS,INV13 - Inverter No. 13,11/05/2019 08:00:00,11/05/2019 09:45:00,0d 01:45:00,11.73243,6.7,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216960,UNACK,Inverter Degraded,PF200 - Production Degraded,017 - Tracy USD -  Kimball HS,INV16 - Inverter No. 16,11/05/2019 08:00:00,11/05/2019 09:45:00,0d 01:45:00,11.60327,6.63,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216956,UNACK,Inverter Degraded,PF200 - Production Degraded,017 - Tracy USD -  Kimball HS,INV17 - Inverter No. 17,11/05/2019 08:00:00,11/05/2019 09:45:00,0d 01:45:00,11.53243,6.59,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016217017,UNACK,Inverter Degraded,PF200 - Production Degraded,017 - Tracy USD -  Kimball HS,INV18 - Inverter No. 18,11/05/2019 08:00:00,11/05/2019 09:45:00,0d 01:45:00,9.43845,5.39,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016217428,UNACK,Inv Down,PF100 - Production Down,029 - San Diego- Police Central Division Garage,INV01 - INV-1,11/05/2019 09:25:00,11/05/2019 09:40:00,0d 00:15:00,7.31675,29.27,Create,,Controllable,O&M,,,Information Available,Non-Operative,Forced Outage,Forced Outage,Other Forced Outage,,,,,
,EG-0016217018,UNACK,Inverter Degraded,PF200 - Production Degraded,017 - Tracy USD -  Kimball HS,INV15 - Inverter No. 15,11/05/2019 08:00:00,11/05/2019 09:40:00,0d 01:40:00,8.76198,5.26,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216957,UNACK,Inverter Degraded,PF200 - Production Degraded,017 - Tracy USD -  Kimball HS,INV07 - Inverter No. 7,11/05/2019 08:00:00,11/05/2019 09:40:00,0d 01:40:00,10.94831,6.57,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016217016,UNACK,Inverter Degraded,PF200 - Production Degraded,017 - Tracy USD -  Kimball HS,INV12 - Inverter No. 12,11/05/2019 08:00:00,11/05/2019 09:40:00,0d 01:40:00,7.7959,4.68,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216959,UNACK,Inverter Degraded,PF200 - Production Degraded,017 - Tracy USD -  Kimball HS,INV06 - Inverter No. 6,11/05/2019 08:00:00,11/05/2019 09:40:00,0d 01:40:00,10.92748,6.56,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216961,UNACK,Inverter Degraded,PF200 - Production Degraded,017 - Tracy USD -  Kimball HS,INV14 - Inverter No. 14,11/05/2019 08:00:00,11/05/2019 09:40:00,0d 01:40:00,10.87331,6.52,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016217024,UNACK,Inverter Degraded,PF200 - Production Degraded,017 - Tracy USD -  Kimball HS,INV10 - Inverter No. 10,11/05/2019 08:00:00,11/05/2019 09:40:00,0d 01:40:00,7.7209,4.63,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216958,UNACK,Inverter Degraded,PF200 - Production Degraded,017 - Tracy USD -  Kimball HS,INV08 - Inverter No. 8,11/05/2019 08:00:00,11/05/2019 09:35:00,0d 01:35:00,10.24733,6.47,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016217019,UNACK,Inverter Degraded,PF200 - Production Degraded,017 - Tracy USD -  Kimball HS,INV03 - Inverter No. 3,11/05/2019 08:00:00,11/05/2019 09:35:00,0d 01:35:00,10.2015,6.44,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016217020,UNACK,Inverter Degraded,PF200 - Production Degraded,017 - Tracy USD -  Kimball HS,INV11 - Inverter No. 11,11/05/2019 08:00:00,11/05/2019 09:35:00,0d 01:35:00,10.239,6.47,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016217015,UNACK,Inverter Degraded,PF200 - Production Degraded,017 - Tracy USD -  Kimball HS,INV09 - Inverter No. 9,11/05/2019 08:00:00,11/05/2019 09:35:00,0d 01:35:00,6.2484,3.95,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216520,UNACK,Inverter Degraded,PF200 - Production Degraded,053 - City of San Diego-  Park De La Cruz,INV01 - INV-1,11/05/2019 07:30:00,11/05/2019 09:30:00,0d 02:00:00,17.31066,8.66,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016217142,UNACK,Inverter Degraded,PF200 - Production Degraded,018 - City of Paso Robles - Sherwood Park,INV04 - INVERTER - 4,11/05/2019 08:35:00,11/05/2019 09:25:00,0d 00:50:00,0.90463,1.09,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016217056,UNACK,Plant Degraded,PF200 - Production Degraded,006 - City of San Diego- Point Loma Library,006 - City of San Diego- Point Loma Library,11/05/2019 08:20:00,11/05/2019 09:25:00,0d 01:05:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016217021,UNACK,Plant Degraded,PF200 - Production Degraded,017 - Tracy USD -  Kimball HS,017 - Tracy USD -  Kimball HS,11/05/2019 08:00:00,11/05/2019 09:25:00,0d 01:25:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216506,UNACK,Inverter Degraded,PF200 - Production Degraded,007 - San Diego-Police Station Northern Division,INV03 - INV-3,11/05/2019 07:30:00,11/05/2019 09:25:00,0d 01:55:00,19.45634,10.15,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016217620,UNACK,Inverter Degraded,PF200 - Production Degraded,036 - Pima Minimum Security Annex 1,INV04 - INV-04,11/05/2019 09:55:00,11/05/2019 10:20:00,0d 00:25:00,13.96722,33.52,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016217143,UNACK,Inverter Degraded,PF200 - Production Degraded,018 - City of Paso Robles - Sherwood Park,INV03 - INVERTER - 3,11/05/2019 08:30:00,11/05/2019 09:20:00,0d 00:50:00,0.97593,1.17,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016217059,UNACK,Inverter Degraded,PF200 - Production Degraded,006 - City of San Diego- Point Loma Library,INV01 - INV-1,11/05/2019 08:20:00,11/05/2019 09:20:00,0d 01:00:00,7.81514,7.82,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216521,UNACK,Plant Degraded,PF200 - Production Degraded,053 - City of San Diego-  Park De La Cruz,053 - City of San Diego-  Park De La Cruz,11/05/2019 07:30:00,11/05/2019 09:20:00,0d 01:50:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016217279,UNACK,Inverter Degraded,PF200 - Production Degraded,047 - San Diego Inspiration Point,INV03 - INV - 3,11/05/2019 08:45:00,11/05/2019 09:15:00,0d 00:30:00,3.66517,7.33,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016217144,UNACK,Plant Degraded,PF200 - Production Degraded,018 - City of Paso Robles - Sherwood Park,018 - City of Paso Robles - Sherwood Park,11/05/2019 08:35:00,11/05/2019 09:10:00,0d 00:35:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216508,UNACK,Inverter Degraded,PF200 - Production Degraded,004 - SeaWorld Aquatica,INV04 - INV-4,11/05/2019 07:30:00,11/05/2019 09:10:00,0d 01:40:00,15.3128,9.19,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216507,UNACK,Inverter Degraded,PF200 - Production Degraded,004 - SeaWorld Aquatica,INV02 - INV-2,11/05/2019 07:30:00,11/05/2019 09:05:00,0d 01:35:00,14.28154,9.02,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216503,UNACK,Inverter Degraded,PF200 - Production Degraded,004 - SeaWorld Aquatica,INV03 - INV-3,11/05/2019 07:30:00,11/05/2019 09:05:00,0d 01:35:00,15.41313,9.73,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216505,UNACK,Inverter Degraded,PF200 - Production Degraded,004 - SeaWorld Aquatica,INV01 - INV-1,11/05/2019 07:30:00,11/05/2019 09:05:00,0d 01:35:00,15.5173,9.8,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016217141,UNACK,Inverter Degraded,PF200 - Production Degraded,018 - City of Paso Robles - Sherwood Park,INV02 - INVERTER - 2,11/05/2019 08:35:00,11/05/2019 09:00:00,0d 00:25:00,0.49623,1.19,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216854,UNACK,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV09 - Inverter No 9,11/05/2019 07:50:00,11/05/2019 09:00:00,0d 01:10:00,7.91517,6.78,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016217022,UNACK,Inverter Degraded,PF200 - Production Degraded,017 - Tracy USD -  Kimball HS,INV05 - Inverter No. 5,11/05/2019 08:00:00,11/05/2019 08:55:00,0d 00:55:00,5.5536,6.06,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216857,UNACK,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV10 - Inverter No 10,11/05/2019 07:50:00,11/05/2019 08:55:00,0d 01:05:00,6.18118,5.71,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216864,UNACK,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV11 - Inverter No 11,11/05/2019 07:50:00,11/05/2019 08:55:00,0d 01:05:00,5.93951,5.48,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216853,UNACK,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV07 - Inverter No 7,11/05/2019 07:50:00,11/05/2019 08:50:00,0d 01:00:00,5.40071,5.4,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216856,UNACK,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV04 - Inverter No 4,11/05/2019 07:50:00,11/05/2019 08:50:00,0d 01:00:00,5.34238,5.34,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216862,UNACK,Plant Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,003 - Templeton USD - Templeton High School,11/05/2019 07:50:00,11/05/2019 08:50:00,0d 01:00:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216863,UNACK,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV03 - Inverter No 3,11/05/2019 07:50:00,11/05/2019 08:45:00,0d 00:55:00,6.26914,6.84,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216860,UNACK,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV01 - Inverter No 1,11/05/2019 07:50:00,11/05/2019 08:45:00,0d 00:55:00,6.1358,6.69,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216861,UNACK,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV05 - Inverter No 5,11/05/2019 07:50:00,11/05/2019 08:45:00,0d 00:55:00,6.30247,6.88,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216865,UNACK,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV12 - Inverter No 12,11/05/2019 07:50:00,11/05/2019 08:40:00,0d 00:50:00,2.96993,3.56,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216859,UNACK,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV08 - Inverter No 8,11/05/2019 07:50:00,11/05/2019 08:35:00,0d 00:45:00,3.46805,4.62,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216950,UNACK,Inverter Degraded,PF200 - Production Degraded,011 - Iron Mountain - Livermore,INV04 - Inverter 4,11/05/2019 08:05:00,11/05/2019 08:30:00,0d 00:25:00,4.8655,11.68,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016217031,UNACK,Inverter Degraded,PF200 - Production Degraded,047 - San Diego Inspiration Point,INV03 - INV - 3,11/05/2019 07:55:00,11/05/2019 08:30:00,0d 00:35:00,4.9375,8.46,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216858,UNACK,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV06 - Inverter No 6,11/05/2019 07:50:00,11/05/2019 08:30:00,0d 00:40:00,4.00067,6,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216855,UNACK,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV02 - Inverter No 2,11/05/2019 07:50:00,11/05/2019 08:30:00,0d 00:40:00,3.984,5.98,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216886,UNACK,Plant Degraded,PF200 - Production Degraded,011 - Iron Mountain - Livermore,011 - Iron Mountain - Livermore,11/05/2019 08:05:00,11/05/2019 08:20:00,0d 00:15:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016217012,UNACK,Inverter Degraded,PF200 - Production Degraded,011 - Iron Mountain - Livermore,INV02 - Inverter 2,11/05/2019 08:05:00,11/05/2019 08:20:00,0d 00:15:00,1.95742,7.83,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016217251,UNACK,Plant Degraded,PF200 - Production Degraded,026 - Vail Cienega,026 - Vail Cienega,11/05/2019 09:00:00,11/05/2019 09:20:00,0d 00:20:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016217252,UNACK,Inverter Degraded,PF200 - Production Degraded,026 - Vail Cienega,INV03 - INV-3,11/05/2019 09:00:00,11/05/2019 09:20:00,0d 00:20:00,11.09483,33.28,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016217247,UNACK,Inverter Degraded,PF200 - Production Degraded,026 - Vail Cienega,INV01 - INV-1,11/05/2019 09:00:00,11/05/2019 09:20:00,0d 00:20:00,12.10711,36.32,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016217248,UNACK,Inverter Degraded,PF200 - Production Degraded,026 - Vail Cienega,INV04 - INV-4,11/05/2019 09:00:00,11/05/2019 09:20:00,0d 00:20:00,11.709,35.13,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016217249,UNACK,Inverter Degraded,PF200 - Production Degraded,026 - Vail Cienega,INV05 - INV-5,11/05/2019 09:00:00,11/05/2019 09:20:00,0d 00:20:00,10.84237,32.53,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016217250,UNACK,Inverter Degraded,PF200 - Production Degraded,026 - Vail Cienega,INV02 - INV-2,11/05/2019 09:00:00,11/05/2019 09:20:00,0d 00:20:00,11.08041,33.24,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216490,UNACK,Inverter Degraded,PF200 - Production Degraded,058 - Tucson Randolph Golf Course,INV01 - INV-01,11/05/2019 08:05:00,11/05/2019 09:20:00,0d 01:15:00,10.56426,8.45,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216491,UNACK,Inverter Degraded,PF200 - Production Degraded,059 - Tucson Adaptive Rec,INV05 - INV-05,11/05/2019 08:05:00,11/05/2019 09:10:00,0d 01:05:00,5.59953,5.17,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016216493,UNACK,Inverter Degraded,PF200 - Production Degraded,059 - Tucson Adaptive Rec,INV04 - INV-04,11/05/2019 08:05:00,11/05/2019 09:10:00,0d 01:05:00,8.32672,7.69,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
